Name,RA_2000,Dec_2000,Vmag,Spct
,024410.7,-523414,6.15,A
,024516.5,-461714,6.85,K
,024326.6,-664252,6.26,F
39,024754.5,+291450,4.51,K
,024930.8,+570503,6.25,A
,024645.2,-213823,6.49,F
,024711.2,-222908,6.47,F
40,024832.1,+181701,5.82,K
,025158.7,+685319,5.80,F
,024845.9,+251117,5.86,A
,024927.1,+371934,6.45,F
,024756.0,-122738,6.90,M
Gam,024527.5,-634216,5.74,G
15Eta,025041.8,+555344,3.76,K
Eta,024733.7,-353303,6.51,K
42Pi,024917.5,+172751,5.22,B
Zet,024532.6,-673700,4.84,A
41,024959.0,+271538,3.63,B
,025145.5,+581853,6.45,A
16,025035.1,+381907,4.23,F
Bet,024905.4,-322421,4.46,K
,025141.7,+465031,5.88,G
17,025130.8,+350335,4.53,K
Gam,024951.0,-243337,6.14,K
Gam,024954.2,-275630,5.39,A
,025252.0,+525952,6.36,B
43Sig,025129.6,+150455,5.49,B
Eta,025014.8,-355037,5.92,K
,025321.2,+483410,6.26,G
2Tau,025102.3,-210015,4.75,K
Eta,025040.4,-354034,5.47,K
Nu,024901.5,-624824,5.26,A
,025047.9,-395554,6.36,A
18Tau,025415.5,+524545,3.95,G
20,025342.6,+382015,5.33,F
,025311.7,+162900,6.31,F
,025232.1,-124610,6.04,K
,025155.3,-304852,6.40,F
,025250.5,-092628,6.32,A
,025556.9,+613116,5.59,F
,025624.8,+641957,6.24,K
,025335.3,-222235,5.95,K
Psi,025334.4,-382613,5.92,F
,025650.6,+511539,6.22,K
,025633.4,+470950,6.02,K
,025219.2,-625435,6.03,K
45Rho,025548.5,+181954,5.91,M
,025352.9,-495325,4.0,M
46Rho,025626.1,+180123,5.63,F
,025613.8,+082254,5.97,F
,025406.5,-505217,6.21,K
Nu,025028.5,-750401,4.75,K
21,025717.3,+315603,5.11,B
3Eta,025625.7,-085353,3.89,K
,025637.4,-034244,5.17,A
,025802.3,+383654,6.04,K
,025704.6,+043004,6.11,M
47,025805.2,+204007,5.80,F
22Pi,025845.7,+393946,4.70,A
,025420.9,-642608,6.56,K
,030607.8,+792507,5.49,M
24,025903.7,+351059,4.93,K
4,025723.7,-235143,5.45,A
,025713.1,-295119,6.29,A
,025949.9,+471315,5.47,G
,025939.9,+410159,5.89,K
48Eps,025912.7,+212025,4.63,A
48Eps,025912.7,+212025,4.63,A
6,025805.7,-233622,5.84,K
,030052.2,+522106,5.28,B
,030053.4,+522108,6.74,B
,025842.0,-024657,5.23,A
,025732.7,-381128,6.41,A
,030011.8,+380754,6.11,B
,025847.4,-094635,6.14,A
91Lam,025942.9,+085427,4.70,B
The,025815.7,-401817,3.24,A
The,025816.3,-401816,4.35,A
5,025941.2,-022754,5.56,B
,025906.6,-285425,6.14,K
Zet,025936.1,-251627,5.71,F
,030044.1,+105213,5.95,K
,025938.3,-323026,6.31,A
7,030051.0,-025243,6.11,M
49,030154.1,+262744,5.90,A
,031142.8,+812814,5.95,A
8Rho,030110.0,-073946,5.75,K
,030152.3,+052010,6.25,K
Bet,025847.8,-640417,4.99,A
93,030222.5,+042110,5.61,B
92Alp,030216.8,+040523,2.53,M
,030156.1,-095741,5.83,G
,030209.3,-062941,6.19,G
Eps,030137.7,-280530,5.89,G
23Gam,030447.8,+533023,2.93,G
,030330.3,+281611,6.36,F
9Rho,030242.3,-074107,5.32,K
,030532.4,+564221,4.76,G
11Tau,030223.5,-233728,4.09,A
,030539.9,+560407,6.11,G
25Rho,030510.6,+385025,3.39,M
,030719.0,+640328,5.89,B
,030520.8,+403457,6.05,K
,030440.7,+155122,6.49,K
10Rho,030416.4,-073603,5.26,A
,030438.1,+015149,6.05,K
52,030526.7,+251519,6.8,B
52,030526.7,+251519,7.0,B
,030255.9,-465830,5.82,K
,030803.9,+521248,6.31,B
,030623.7,+131114,5.62,K
,031156.3,+742337,4.87,A
,030747.4,+471830,6.41,A
Mu,030336.8,-594416,5.11,F
,030633.5,-060519,5.27,M
26Bet,030810.1,+405720,2.12,B
Iot,030904.0,+493648,4.05,G
53,030725.7,+175248,6.11,B
The,030215.4,-715409,5.53,B
54,030821.2,+184742,6.27,M
27Kap,030929.8,+445126,3.80,K
,030838.7,+082815,6.28,G
,030750.9,-274952,6.19,A
55,030936.7,+290437,5.72,B
,031008.8,+274912,6.42,A
,031027.0,+265347,6.02,K
28Ome,031117.4,+393642,4.63,K
,031038.9,+115221,5.98,B
,031226.4,+474333,6.33,K
,031209.6,+422234,6.15,B
57Del,031137.8,+194336,4.35,K
,031121.9,+130252,6.12,K
,031035.4,-234418,6.38,K
56,031214.2,+271525,5.79,B
,031118.8,-034842,6.05,M
,031324.0,+481037,5.90,G
,031116.8,-160131,6.26,K
,031226.4,+063939,5.56,K
,030749.2,-691556,6.15,K
,031027.4,-484403,6.12,K
,032019.7,+774405,5.45,A
94,031246.4,-011146,5.06,F
Alp,031204.3,-285913,3.87,F
,031548.0,+570827,5.79,A
,033220.1,+845440,5.61,G
,031456.7,+423014,6.07,K
,031731.6,+653931,6.36,A
,031225.8,-442511,5.93,F
,031612.2,+505616,5.03,G
,031301.5,-355638,6.27,B
,031520.5,+303324,5.52,A
58Zet,031454.1,+210240,4.89,A
,031604.7,+452045,6.16,M
,031338.0,-294815,6.16,K
,031547.0,+325123,6.31,F
,031601.9,+344119,6.25,A
,031233.2,-571918,5.74,C
,031635.1,+321101,6.06,G
,031711.4,+402900,6.45,B
,031500.2,-260601,6.25,A
,030732.0,-785922,5.57,F
30,031747.4,+440130,5.47,B
,031600.9,-055507,6.17,B
13Zet,031550.0,-084911,4.80,A
,031959.4,+653908,4.84,B
,031745.8,+391700,5.96,A
29,031837.8,+501320,5.15,B
14,031635.7,-090916,6.14,F
31,031907.6,+500542,5.03,B
,031611.3,-304939,6.65,A
,031843.8,+341322,4.82,K
95,031822.4,-005549,5.38,G
,031802.8,-284749,5.91,F
15,031822.1,-223041,4.88,G
59,031955.8,+270416,5.90,G
96Kap,031921.7,+032213,4.83,G
,031841.2,-183335,5.71,F
,031726.6,-474506,5.85,K
,032020.4,+290254,4.47,K
60,032025.6,+253946,6.12,K
,032152.6,+490415,5.93,F
32,032126.5,+431946,4.95,A
16Tau,031931.0,-214528,3.69,M
,031934.8,-240723,5.61,M
61Tau,032113.6,+210849,5.28,B
Zet,031746.2,-623431,5.54,G
97Kap,032106.8,+034032,5.69,G
,031955.7,-430411,4.27,G
,032440.5,+643510,5.23,M
Zet,031812.9,-623023,5.24,G
,032313.2,+491248,5.29,B
62,032211.9,+273627,5.52,G
,032045.2,-263623,6.39,F
,031759.0,-665537,6.05,A
63Tau,032245.2,+204431,5.09,K
,032124.0,-233807,5.52,G
33Alp,032419.4,+495140,1.79,F
,032216.3,-253516,6.35,A
,032429.7,+333209,5.61,A
,032548.4,+535518,6.51,A
,032133.3,-474637,6.39,K
64,032418.5,+244327,5.50,K
,032339.1,+045255,6.38,G
,032317.8,-074739,6.20,G
Iot,031557.6,-772318,5.52,F
,032509.4,+411526,6.51,A
65,032426.1,+204813,6.08,A
,032410.1,+123746,6.04,K
,032557.4,+490715,6.09,B
1Omi,032448.8,+090144,3.60,G
,032344.6,-324226,6.50,K
,033019.5,+715150,6.32,M
,032823.6,+601520,6.49,B
,032803.1,+490346,4.98,B
,032904.1,+595625,4.21,B
,032703.2,+184523,6.57,A
,032852.4,+495054,5.58,B
2Xi,032710.2,+094358,3.74,B
,032718.7,+124406,6.28,A
,032954.9,+585243,4.54,A
,032820.8,+334827,5.61,A
Chi,032555.8,-355515,6.39,A
,033011.3,+592158,6.13,A
34,032922.1,+493032,4.67,B
,032622.5,-271903,5.93,G
,033000.2,+552707,5.09,A
,032926.2,+465616,6.24,B
66,032826.6,+224815,6.03,K
,032611.7,-413813,6.32,A
,032801.0,-111712,5.73,K
,033037.0,+480613,5.82,B
35Sig,033034.5,+475943,4.36,K
,032402.5,-693729,6.15,G
Chi,032733.4,-354053,5.71,K
,033512.4,+732049,6.57,A
,033129.4,+491235,6.29,A
NOVA,,,,
Chi,032811.5,-355112,6.50,A
,033149.1,+492403,6.39,B
,032939.1,-064818,5.99,G
4,033024.5,+112011,5.14,A
,032936.0,-124029,5.59,A
,033208.6,+480125,5.47,B
,032536.2,-692011,5.96,F
,033120.8,+273419,5.96,A
5,033052.4,+125612,4.11,K
,033045.4,+061119,5.94,G
,033332.1,+584554,6.40,A
36,033226.3,+460325,5.31,F
17,033037.1,-050431,4.73,B
,033341.2,+575208,6.37,F
,033239.1,+445120,6.41,B
,033339.0,+545829,5.98,A
,033240.0,+352742,5.90,B
,032955.0,-423803,5.78,A
,033013.6,-412212,6.12,F
,033500.8,+600228,6.46,F
,033335.1,+395358,5.81,A
6,033236.0,+092225,5.77,B
,033924.8,+754423,6.27,G
,033037.0,-472231,5.99,A
,033153.9,-253651,6.38,A
Kap,032922.7,-625615,4.72,F
18Eps,033255.8,-092730,3.73,K
,033408.3,+174958,6.17,K
7,033426.6,+242752,5.92,A
37Psi,033629.4,+481134,4.23,B
19Tau,033347.3,-213758,4.27,B
,033449.2,+062504,6.49,G
,033234.8,-502243,5.68,K
,033437.4,-095207,6.25,A
,033051.6,-662923,5.83,B
,033356.8,-310449,6.20,F
,033819.7,+565558,6.30,B
,033433.5,-315229,6.40,K
,033251.6,-610101,6.41,K
,033800.2,+423459,6.42,B
,033557.7,-111137,5.57,G
,033647.3,+003516,5.71,G
20,033617.4,-172801,5.23,B
10,033652.4,+002406,4.28,F
,033747.8,+152551,6.39,A
,033900.1,+205457,6.50,A
,033424.7,-654552,6.75,A
,034209.3,+631300,5.10,S
,033705.7,-401629,4.58,K
,041001.5,+863734,5.86,F
,033829.2,-072330,5.85,G
,032958.8,-782107,5.70,G
,033925.7,+163212,6.16,K
21,033901.1,-053734,5.96,K
,034242.7,+595810,5.76,K
,034107.9,+373448,5.57,B
Tau,033847.7,-275635,6.01,A
12,033951.1,+030325,5.57,G
,033938.3,-032335,6.23,G
,033925.4,-102614,6.19,G
11,034046.3,+251946,6.11,A
,033959.5,-010714,6.12,K
,034011.4,-151336,6.33,G
22,034038.3,-051238,5.53,B
39Del,034255.5,+474715,3.01,B
40,034222.5,+335754,4.97,B
,034600.9,+671206,5.80,F
,034113.8,-114811,6.49,F
13,034218.9,+194201,5.69,B
,034406.4,+483125,6.06,K
,034122.4,-193505,6.59,A
,034602.3,+632042,4.80,G
,034440.9,+460559,6.11,A
38Omi,034419.1,+321718,3.83,B
14,034347.2,+193954,6.14,G
,034431.4,+362736,5.59,A
Del,034214.9,-315618,5.00,B
41Nu,034511.6,+423443,3.77,F
23Del,034314.9,-094548,3.54,K
,034428.1,+205543,6.10,A
,034913.8,+705216,5.44,A
,034333.8,-102908,5.60,A
16,034448.2,+241722,5.46,B
,034559.3,+454055,5.66,B
17,034452.5,+240648,3.70,B
,034250.1,-371849,4.59,K
18,034509.7,+245021,5.64,B
19,034512.5,+242802,4.30,B
24,034430.5,-010947,5.25,B
,034732.2,+555521,6.10,B
Gam,035021.5,+711956,4.63,A
20,034549.6,+242204,3.87,B
25,034456.5,-001748,5.55,K
21,034554.4,+243317,5.76,B
22,034602.9,+243141,6.43,A
29,034540.4,+060300,5.35,B
,033630.0,-781923,6.29,K
,034931.2,+653134,4.47,M
23,034619.6,+235654,4.18,B
,034406.2,-403937,6.45,K
,034936.7,+631750,5.85,A
,034609.5,+064811,5.91,G
,034818.3,+504412,6.14,B
,034919.6,+570705,6.46,A
26Pi,034608.5,-120606,4.42,M
,034752.6,+333600,6.57,B
,034748.9,+321142,6.25,G
25Eta,034729.1,+240618,2.87,B
,035141.8,+683027,6.32,B
,034450.6,-480341,6.49,G
,034433.8,-541626,6.30,K
,034515.8,-472135,5.73,K
,034908.2,+435747,6.02,A
Sig,034627.4,-292017,5.90,A
,034820.9,+232516,5.45,B
27Tau,034650.9,-231459,4.23,F
30,034816.3,+110836,5.07,B
Bet,034412.0,-644825,3.85,K
,035004.5,+445804,5.66,G
42,034932.6,+330529,5.11,A
27,034909.7,+240312,3.63,B
,034720.1,-295407,6.55,F
28,034911.2,+240812,5.09,B
28Tau,034739.6,-235229,5.24,A
,034838.9,+001340,5.91,K
,034943.5,+234242,6.17,B
Rho,034756.0,-301004,5.54,G
,034955.0,+221440,6.07,B
,034749.6,-360621,6.21,B
,034835.8,-205411,5.81,K
,035018.9,+253446,5.26,A
,034835.4,-373720,5.40,A
,034835.9,-373714,4.73,B
,035153.7,+342133,5.77,B
,035343.3,+575830,5.80,A
,035136.6,+220154,6.83,K
,035115.8,+130245,6.30,B
,034927.3,-361201,4.17,G
,035630.2,+714918,6.34,A
,035204.3,+311006,6.25,A
,035338.7,+483902,5.76,K
31,035200.2,+063205,5.67,B
,035037.6,-362531,6.86,B
,035310.0,+171937,5.97,F
30,035241.6,-052141,5.48,B
44Zet,035407.9,+315301,2.85,B
,035725.5,+630420,5.03,B
,035708.3,+610632,5.00,K
,035313.0,-182604,6.22,K
,035558.2,+475217,5.37,B
Gam,034714.3,-741420,3.24,M
,035523.0,+310245,6.10,O
43,035636.5,+504143,5.28,F
32,035417.4,-025710,6.14,A
32,035417.5,-025717,4.79,G
33Tau,035342.6,-243645,4.65,B
,035338.9,-344356,5.11,B
,035628.7,+350452,5.49,B
,035333.3,-465337,5.93,K
,035516.3,-120557,6.00,A
32,035652.1,+222841,5.63,F
,035423.2,-402126,5.71,K
45Eps,035751.2,+400037,2.89,B
33,035703.8,+231032,6.06,B
,035726.4,+242743,6.16,K
,035803.1,+344852,6.53,A
,035701.7,+060224,6.09,A
,035637.9,-094503,6.19,F
,035829.1,+385025,6.30,K
,035434.0,-524126,6.46,A
46Xi,035857.9,+354728,4.04,O
,035940.0,+384914,6.38,A
,041002.8,+804155,5.10,G
34Gam,035801.8,-133031,2.95,M
,035852.3,-052812,5.83,G
,035940.7,+101951,6.37,F
,040114.7,+365924,6.41,A
,035930.1,-123427,5.60,K
,035604.0,-632749,6.14,K
,040036.9,+171748,6.32,A
,040048.8,+181138,5.89,F
35Lam,040040.8,+122925,3.47,B
36Tau,035955.5,-240059,4.66,B
,040603.1,+684048,5.87,K
,040427.2,+590920,5.06,F
,040146.1,+095952,5.67,B
35,040132.0,-013259,5.28,B
,035842.9,-570609,6.05,F
,040040.7,-302927,5.93,A
Del,035844.7,-612401,4.56,M
,040639.0,+653115,6.17,A
,040236.7,-001608,5.38,F
,040015.7,-513353,6.51,M
38Nu,040309.4,+055921,3.91,A
36,040421.7,+240621,5.47,G
40,040344.6,+052608,5.33,B
,040356.6,+081150,5.46,F
,040636.6,+540031,6.31,K
37,040441.7,+220455,4.36,K
,040409.9,+024937,5.36,F
,040324.7,-200839,6.46,B
,040336.8,-200930,7.01,K
,040751.1,+621948,6.99,B
47Lam,040635.0,+502105,4.29,A
39,040520.2,+220032,5.90,G
,040408.7,-163520,6.39,K
Gam,040053.8,-620934,4.51,M
,040422.7,-124733,5.61,K
Iot,040118.2,-610444,4.97,K
,040441.0,-202254,6.13,K
41,040636.4,+273600,5.20,B
42Psi,040700.5,+290005,5.23,F
,040927.6,+595429,6.28,G
,034232.1,-851544,6.41,B
,040556.5,-085122,6.26,A
48,040839.7,+474245,4.04,B
,040546.7,-203044,6.34,G
,040537.4,-273906,5.59,F
,040922.4,+544944,6.18,F
49,040815.3,+374340,6.09,K
50,040836.6,+380223,5.51,F
,040742.0,+150946,6.01,F
,040759.4,+172023,5.89,K
,041344.9,+720735,6.03,K
,041251.6,+683006,6.32,K
43Ome,040910.0,+193633,5.50,K
,040901.6,+132354,5.95,B
,040725.1,-425501,6.59,K
,041059.0,+333512,5.72,K
44,041049.9,+262851,5.41,F
,040917.8,-162309,5.37,B
,042813.0,+834828,5.57,B
37,041022.5,-065526,5.44,G
,040833.9,-455153,6.59,F
45,041120.3,+053123,5.72,F
,041047.7,-084911,5.70,G
,040721.6,-641321,6.38,G
,041231.4,+171639,6.09,K
,041501.8,+572737,6.08,A
,041251.2,+222449,6.12,B
38Omi,041151.9,-065015,4.04,F
,041045.8,-351626,6.44,K
,041136.2,-202122,5.79,A
,041359.6,+375801,6.45,G
Del,041050.6,-415937,4.93,A
51Mu,041453.9,+482434,4.14,G
,043000.1,+832026,5.46,G
,041653.6,+615101,5.70,B
52,041453.3,+402901,4.71,G
,041334.8,+101244,6.23,B
,041331.3,+085326,6.51,A
46,041333.1,+074258,5.29,F
,041349.9,+124512,6.25,K
47,041356.4,+091549,4.84,G
,041338.2,-010859,6.44,B
,041708.2,+575138,5.71,K
,041643.1,+533643,5.19,A
,041436.3,+100040,5.22,B
,041231.6,-442206,6.71,K
,042702.8,+804927,5.43,G
39,041423.7,-101523,4.87,K
48,041546.3,+152402,6.32,F
49Mu,041532.1,+085332,4.29,B
,041525.8,+061159,6.93,G
,041529.2,+061112,6.31,G
,041335.7,-402128,6.37,K
,041814.6,+501744,4.61,A
40Omi,041516.3,-073910,4.43,K
Alp,041400.1,-421740,3.86,K
,042040.3,+650826,5.27,G
,041808.2,+420828,6.22,B
50Ome,041715.6,+203443,4.94,A
,041913.3,+500256,5.45,A
51,041823.2,+213445,5.65,F
,041719.2,-062819,5.94,G
,042011.5,+505515,5.55,B
,041824.5,+092912,6.54,A
,042147.6,+604408,5.39,M
Alp,041425.5,-622826,3.35,G
,042014.4,+414829,5.92,K
Gam,041601.6,-512912,4.25,F
53,041926.1,+210832,5.35,B
,041448.7,-621131,5.45,K
56,041936.7,+214625,5.38,A
,042151.8,+563024,5.88,A
54,042024.6,+343400,4.93,G
,042010.0,+315712,6.16,K
,041815.9,-204256,6.00,G
54Gam,041947.6,+153739,3.65,K
41Ups,041753.7,-334754,3.56,B
52Phi,042021.3,+272103,4.95,K
,041937.5,+100717,6.31,K
53,042133.2,+462956,4.85,B
57,041957.7,+140207,5.59,F
,042257.9,+593659,6.19,A
,041837.4,-225813,6.07,A
,042025.1,+184433,6.12,F
Eps,041628.9,-591807,4.44,K
58,042036.3,+150543,5.26,F
,041621.1,-605655,6.37,A
,042052.8,+135151,6.17,F
,041903.0,-335418,6.37,A
,042041.2,+060751,5.77,G
,042049.0,+091332,6.53,A
,042038.7,-061444,6.27,G
,042042.8,-073533,5.85,B
,041916.6,-441605,5.34,K
,041840.0,-525136,6.09,F
,042127.1,-000553,5.86,K
,042039.0,-203823,5.38,A
60,042203.5,+140438,5.72,A
59Chi,042234.9,+253745,5.37,B
,042222.8,+204917,5.91,M
,042335.9,+422541,6.23,A
The,041740.2,-631520,5.87,B
61Del,042256.1,+173233,3.76,K
,042131.3,-254342,6.01,F
,042332.4,+205856,5.99,B
63,042325.0,+164638,5.64,A
55,042429.2,+340750,5.73,B
62,042359.8,+241804,6.36,B
56,042437.4,+335735,5.76,F
64Del,042405.8,+172638,4.80,A
66,042351.9,+092739,5.12,A
,042700.9,+573507,6.32,A
42Xi,042340.8,-034444,5.17,A
,042305.7,-245332,5.83,K
,042457.1,+190230,5.98,F
,042307.7,-353242,6.39,K
65Kap,042522.1,+221738,4.22,A
67Kap,042525.0,+221159,5.28,A
68Del,042529.4,+175541,4.29,A
,042606.3,+312620,5.28,K
70,042537.3,+155627,6.46,F
69Ups,042618.5,+224849,4.28,A
43,042402.2,-340101,3.96,K
71,042620.8,+153706,4.49,F
Eta,042153.3,-632311,5.24,G
73Pi,042636.4,+144249,4.69,G
,042621.1,+083525,6.06,B
,042456.4,-344528,6.55,F
72,042717.5,+225947,5.53,B
,042700.7,+020446,6.23,K
,043330.7,+723143,5.94,A
,042728.8,+111245,5.88,B
,042800.8,+213712,5.72,A
,042519.1,-440939,6.39,F
,042412.2,-570417,6.29,G
,042851.9,+302141,6.40,F
75,042826.4,+162135,4.97,K
76,042823.4,+144427,5.90,F
74Eps,042837.0,+191049,3.53,G
,042657.0,-240453,6.11,A
77The,042834.5,+155744,3.84,K
78The,042839.7,+155215,3.40,A
,042803.6,+015131,6.15,G
79,042850.2,+130251,5.03,A
,042832.1,+012251,5.55,B
,042505.3,-611418,5.94,K
1,043201.8,+535439,5.77,B
,042706.0,-465651,6.10,F
,043038.3,+322729,6.21,B
,042942.9,+103118,6.79,B
,042839.0,-192730,5.96,K
80,043008.6,+153817,5.58,F
,042906.9,-130254,5.60,B
,043124.0,+400037,6.26,B
,043002.4,+101545,6.48,G
Del,041759.1,-801250,5.69,K
,043033.7,+161138,4.78,A
81,043038.9,+154131,5.48,A
,042809.4,-415736,6.44,M
83,043037.3,+134328,5.40,F
,043009.7,-133532,6.24,G
85,043151.8,+155106,6.02,F
,042920.0,-463055,6.16,K
57,043324.9,+430350,6.09,F
,042745.9,-623115,5.75,K
,043204.8,+052436,6.39,F
45,043152.7,-000238,4.91,K
,043125.9,-133842,6.21,A
,043040.3,-353913,5.96,K
,043624.2,+641542,5.94,A
,043237.4,-031233,5.81,B
,043332.9,+180100,6.25,B
Del,043050.1,-445714,5.07,B
86Rho,043350.9,+145040,4.65,A
,043438.0,+285740,5.88,B
,043348.1,+092447,6.01,G
,043322.0,-104709,6.06,K
,043408.3,+053407,5.68,A
46,043354.8,-064420,5.72,B
,043414.2,-065016,6.09,K
47,043411.6,-081353,5.11,M
,043411.7,-085813,5.26,K
50Ups,043330.6,-294600,4.51,K
58,043641.4,+411553,4.25,K
,043542.7,+195254,6.36,G
Nu,042057.9,-813448,5.79,F
87Alp,043555.2,+163033,0.85,K
88,043539.3,+100939,4.25,A
,043629.2,+232027,6.02,F
,043514.0,-094412,6.37,A
,043500.5,-195514,6.13,K
,043601.6,-033643,6.33,B
48Nu,043619.1,-032109,3.93,B
52Ups,043533.0,-303344,3.82,G
Alp,043359.8,-550242,3.27,A
2,043958.1,+532823,5.35,A
3,043954.7,+530447,5.05,K
,044600.3,+763640,6.49,F
,043713.7,+005954,5.31,B
,043829.6,+265624,6.47,F
,043815.8,+204105,5.92,B
89,043809.4,+160200,5.79,F
90,043809.5,+123039,4.27,A
51,043736.1,-022824,5.23,F
,043334.0,-624925,5.79,K
,043650.9,-304300,6.30,B
,043923.1,+251306,6.22,A
91Sig,043909.2,+154759,5.07,A
92Sig,043916.5,+155505,4.69,A
,043906.2,+075215,5.39,A
53,043810.8,-141814,3.87,K
,044124.1,+481803,5.67,A
,043853.6,-120723,5.01,A
93,044003.4,+121152,5.46,B
,042250.9,-825357,6.76,A
,044318.1,+593115,6.50,A
,043919.7,-142133,5.45,K
,043947.2,-010310,6.10,K
,044150.3,+381649,5.99,G
,044119.8,+283654,5.78,A
,044850.3,+755628,6.06,A
,043645.6,-620439,5.40,M
,044321.6,+495826,5.87,B
59,044254.3,+432154,5.29,A
,044006.8,-242857,5.58,G
54,044026.5,-194018,4.32,M
94Tau,044214.7,+225725,4.28,B
,043904.3,-514022,6.44,K
95,044313.8,+240520,6.13,F
,044412.9,+404713,6.08,B
,044348.3,+325155,6.45,A
Alp,044033.7,-415150,4.45,F
Bet,044203.5,-370840,5.05,F
,044018.3,-585637,6.53,G
55,044334.6,-084737,6.82,F
55,044335.1,-084746,6.70,G
,044425.8,+110846,5.40,F
56,044405.3,-083013,5.90,B
,044309.3,-304556,5.68,K
,045036.4,+705630,6.37,A
4,044800.3,+564526,5.30,A
,044542.5,+233741,6.35,B
,044408.0,-184000,5.53,A
,044644.4,+401846,5.97,G
,044807.0,+553609,6.26,F
Lam,044246.4,-502853,5.31,K
,044616.8,+184406,6.01,K
,044344.2,-410353,6.25,K
,044601.7,+114220,5.37,A
57Mu,044530.1,-031517,4.02,B
,044504.2,-211701,5.72,K
,044624.1,-025716,6.33,A
,050020.7,+811138,5.07,K
,044549.6,-340018,6.86,A
,044625.8,-280515,6.19,A
,044555.4,-392124,6.05,K
,045205.2,+633019,5.44,M
,044919.0,+323518,5.86,A
,044912.8,+312614,5.58,K
Kap,044421.1,-594358,5.27,A
,043821.7,-773922,6.05,K
58,044736.3,-165604,5.51,G
,044954.6,+372918,4.88,K
,044844.6,+033518,6.03,K
,045109.3,+484427,5.66,G
,044836.3,-054026,5.78,F
96,044944.1,+155415,6.08,K
59,044832.5,-161946,5.77,F
Zet,044749.6,-300113,6.37,K
,044457.9,-631347,6.46,K
Mu,044303.9,-705552,5.54,B
9Alp,045403.0,+662034,4.29,O
1Pi,044950.4,+065741,3.19,F
2Pi,045036.7,+085401,4.36,A
,044942.2,-134611,6.26,F
,045309.8,+525027,6.41,A
97,045122.5,+185023,5.10,A
,044833.8,-435848,6.72,G
60,045011.6,-161302,5.03,K
,045247.8,+423512,5.71,A
2,045238.0,+364211,4.78,K
3Pi,045112.4,+053618,3.69,B
,045143.4,+095830,6.11,B
,045247.1,+275351,5.97,F
5,045503.1,+551533,5.52,B
4Omi,045232.0,+141502,4.74,S
,045016.2,-411915,6.07,F
,045451.3,+440339,6.08,A
,045128.2,-345423,5.86,A
61Ome,045253.7,-052710,4.39,F
,045607.1,+525210,5.75,A
5,045322.8,+023029,5.33,M
Iot,045055.2,-532741,5.61,F
Iot,045056.3,-532735,6.42,F
,045355.8,+013410,6.61,A
,045458.3,+192907,6.37,F
8Pi,045415.1,+022626,3.72,B
7,045717.2,+534508,4.47,A
6,045446.9,+112534,5.19,A
7Pi,045453.8,+100903,4.65,A
,045447.8,+074645,5.33,K
,050220.1,+741609,6.06,K
,045619.9,+361008,6.07,B
,045450.7,+002803,5.99,B
,045615.6,+243532,6.37,F
,045550.3,+150224,5.81,B
3Iot,045659.6,+330958,2.69,K
,045558.4,+052357,6.50,A
,045506.8,-164426,5.70,G
9Omi,045622.3,+133052,4.07,K
,045518.6,-162504,5.72,G
62,045624.2,-051017,5.51,B
,045530.2,-254340,6.72,F
,045454.8,-393743,6.10,K
,045722.3,+170913,5.48,K
99,045748.7,+235655,5.79,G
,050413.0,+734550,6.66,K
8,045946.3,+530920,6.08,K
,050439.8,+740401,5.96,A
98,045809.4,+250301,5.81,A
,045717.2,-010402,6.23,F
4Ome,045915.4,+375325,4.94,A
,050135.9,+610441,6.03,F
,050250.4,+664922,6.19,F
,045744.8,-141353,6.15,B
,045810.8,-021245,6.35,A
,045453.0,-583250,6.12,F
,045330.5,-664032,6.41,M
5,050018.3,+392341,5.95,F
,045859.4,+143234,6.09,B
10Pi,045832.9,+014251,4.47,K
6,050023.2,+393918,6.58,K
10Bet,050325.1,+602632,4.03,G
,045901.3,-162233,5.66,F
7Eps,050158.1,+434924,2.99,F
,045305.5,-722427,6.28,F
,045936.5,-144821,7.71,C
63,045950.4,-101548,5.38,G
,050032.6,+033655,7.03,B
,050033.9,+033658,6.66,B
64,045955.8,-123215,4.79,F
8Zet,050228.7,+410433,3.75,K
,050039.8,-020356,6.32,A
,050049.0,-054512,6.22,K
,050318.6,+412630,6.14,A
,053148.0,+855619,6.51,A
65Psi,050126.3,-071026,4.81,B
,050150.3,+004320,5.92,K
,050200.0,+013632,6.24,B
102Iot,050305.7,+213524,4.64,A
,050125.6,-200307,4.91,B
11,050608.5,+585821,5.08,B
12,050612.2,+590116,6.08,K
,050629.7,+611012,6.04,K
,050245.5,-041235,5.85,K
,050414.5,+302941,6.14,K
,050436.9,+321913,6.62,A
,050209.8,-261630,5.02,K
Eta,045511.2,-745613,5.47,K
,050622.0,+542421,7.24,G
,050134.5,-394305,6.03,G
,050437.9,+274146,6.60,F
,050421.6,+211641,6.19,K
1,050244.9,-224742,5.75,K
,050222.8,-314617,5.94,G
,050936.7,+693822,6.41,K
9,050640.6,+513552,5.00,F
11,050434.1,+152415,4.68,A
,050600.9,+355611,6.52,A
,050352.0,-142210,6.41,B
10Eta,050630.9,+411404,3.17,B
,050532.1,+194823,6.44,A
,051222.4,+735648,5.43,B
,050649.6,+431029,6.20,F
,050353.3,-242316,5.61,A
,050454.5,-030223,6.05,B
,050944.5,+645510,6.41,F
,050523.7,+011039,6.17,C
